"","species","latitude","longitude"
"2384","Callitriche cophocarpa Sendtner",57.323419,14.3402829
"2385","Callitriche cophocarpa Sendtner",58.9394259,17.3033399
"2386","Callitriche cophocarpa Sendtner",57.3998644,16.2012309
"2387","Callitriche cophocarpa Sendtner",59.179816,18.1414949
"2388","Callitriche cophocarpa Sendtner",58.2873799,12.593572
"2389","Callitriche cophocarpa Sendtner",58.7134569,14.5015579
"2390","Callitriche cophocarpa Sendtner",58.524687,16.8280679
"2391","Callitriche cophocarpa Sendtner",56.438254,14.057556
"2392","Callitriche cophocarpa Sendtner",58.643134,16.247927
"2393","Callitriche cophocarpa Sendtner",58.610055,15.844476
"2394","Callitriche cophocarpa Sendtner",63.601694,18.9849679
"2395","Callitriche cophocarpa Sendtner",57.10228,14.82865
"2396","Callitriche cophocarpa Sendtner",58.319457,16.2566859
"2397","Callitriche cophocarpa Sendtner",58.171154,14.5945509
"2398","Callitriche cophocarpa Sendtner",56.11342,13.50234
"2399","Callitriche cophocarpa Sendtner",60.5730938,17.454873
"2400","Callitriche cophocarpa Sendtner",58.0544709,14.124202
"2401","Callitriche cophocarpa Sendtner",56.73769,15.93334
"2402","Callitriche cophocarpa Sendtner",58.412647,13.657842
"2403","Callitriche cophocarpa Sendtner",58.60959,15.04491
"2404","Callitriche cophocarpa Sendtner",59.073394,17.325735
"2405","Callitriche cophocarpa Sendtner",57.5865039,13.645858
"2406","Callitriche cophocarpa Sendtner",56.1922709,15.684809
"2407","Callitriche cophocarpa Sendtner",56.32927,14.13287
"2408","Callitriche cophocarpa Sendtner",57.9942362,13.7857466
"2409","Callitriche cophocarpa Sendtner",57.9629009102886,15.3761015304813
"2410","Callitriche cophocarpa Sendtner",65.7268289,16.5155889
"2411","Callitriche cophocarpa Sendtner",55.996209,14.7225699
"2412","Callitriche cophocarpa Sendtner",57.7969,16.46957
"2413","Callitriche cophocarpa Sendtner",58.5652019,14.041351
"2414","Callitriche cophocarpa Sendtner",59.8581449305498,17.6340694655922
"2415","Callitriche cophocarpa Sendtner",59.027324,17.0673439
"2416","Callitriche cophocarpa Sendtner",58.65744,16.4971919
"2417","Callitriche cophocarpa Sendtner",57.9292319,12.110485
"2418","Callitriche cophocarpa Sendtner",57.7249989,13.26826
"2419","Callitriche cophocarpa Sendtner",59.053753,17.3029809
"2420","Callitriche cophocarpa Sendtner",58.4419919,14.162264
"2421","Callitriche cophocarpa Sendtner",55.483221,13.41191
"2422","Callitriche cophocarpa Sendtner",57.785432,14.5023389
"2423","Callitriche cophocarpa Sendtner",58.970002,16.1746519
"2424","Callitriche cophocarpa Sendtner",57.912042,15.767329
"2425","Callitriche cophocarpa Sendtner",59.3451639,17.145389
"2426","Callitriche cophocarpa Sendtner",56.2073363,15.0088343
"2427","Callitriche cophocarpa Sendtner",58.221266,14.980342
"2428","Callitriche cophocarpa Sendtner",58.8793209,16.295062
"2429","Callitriche cophocarpa Sendtner",59.0803689,17.1209099
"2430","Callitriche cophocarpa Sendtner",62.191906,17.226336
"2431","Callitriche cophocarpa Sendtner",59.102361,17.0598519
"2432","Callitriche cophocarpa Sendtner",57.5582179,11.763591
"2433","Callitriche cophocarpa Sendtner",58.125787,12.820414
"2434","Callitriche cophocarpa Sendtner",58.368662,12.8341049
"2435","Callitriche cophocarpa Sendtner",58.1877649,15.065322
"2436","Callitriche cophocarpa Sendtner",59.1051379,15.914329
"2437","Callitriche cophocarpa Sendtner",59.090744,16.5471919
"2438","Callitriche cophocarpa Sendtner",60.319766,18.090138
"2439","Callitriche cophocarpa Sendtner",57.1674879,14.83742
"2440","Callitriche cophocarpa Sendtner",60.243588,17.8030909
"2441","Callitriche cophocarpa Sendtner",59.5324969,17.743182
"2442","Callitriche cophocarpa Sendtner",57.6114049,12.799142
"2443","Callitriche cophocarpa Sendtner",56.4624669,13.68083
"2444","Callitriche cophocarpa Sendtner",60.248443,18.3109709
"2445","Callitriche cophocarpa Sendtner",56.0114129,13.271872
"2446","Callitriche cophocarpa Sendtner",58.785519,16.994077
"2447","Callitriche cophocarpa Sendtner",60.206884,18.1273829
"2448","Callitriche cophocarpa Sendtner",56.5443229,15.9637449
"2449","Callitriche cophocarpa Sendtner",59.413345,17.060013
"2450","Callitriche cophocarpa Sendtner",59.0274,17.37656
"2451","Callitriche cophocarpa Sendtner",56.48371,15.43599
"2452","Callitriche cophocarpa Sendtner",57.837961,13.395049
"2453","Callitriche cophocarpa Sendtner",56.18389,15.60925
"2454","Callitriche cophocarpa Sendtner",57.781376,14.3368959
"2455","Callitriche cophocarpa Sendtner",55.93622,13.26318
"2456","Callitriche cophocarpa Sendtner",56.5400289,13.416168
"2457","Callitriche cophocarpa Sendtner",59.757361,16.202095
"2458","Callitriche cophocarpa Sendtner",58.9987095,16.2060876
"2459","Callitriche cophocarpa Sendtner",56.19883,15.64415
"2460","Callitriche cophocarpa Sendtner",58.0709609,14.85544
"2461","Callitriche cophocarpa Sendtner",60.1290869,18.661916
"2462","Callitriche cophocarpa Sendtner",59.230029,17.4036459
"2463","Callitriche cophocarpa Sendtner",59.6545289,17.5568449
"2464","Callitriche cophocarpa Sendtner",58.5949439,12.234749
"2465","Callitriche cophocarpa Sendtner",59.14728,16.6570919
"2466","Callitriche cophocarpa Sendtner",56.671044,15.333029
"2467","Callitriche cophocarpa Sendtner",59.0402569,16.808755
"2468","Callitriche cophocarpa Sendtner",62.575363,15.377083
"2469","Callitriche cophocarpa Sendtner",57.737929,13.573014
"2470","Callitriche cophocarpa Sendtner",58.475375,16.343993
"2471","Callitriche cophocarpa Sendtner",58.339106,13.4412579
"2472","Callitriche cophocarpa Sendtner",58.537517,11.8109509
"2473","Callitriche cophocarpa Sendtner",57.851472,12.315678
"2474","Callitriche cophocarpa Sendtner",57.566434,16.250523
"2475","Callitriche cophocarpa Sendtner",58.045782,14.978024
"2476","Callitriche cophocarpa Sendtner",57.4494899,14.018722
"2477","Callitriche cophocarpa Sendtner",60.435575,17.871174
"2478","Callitriche cophocarpa Sendtner",58.494782,16.1052749
"2479","Callitriche cophocarpa Sendtner",58.675967,14.616731
"2480","Callitriche cophocarpa Sendtner",56.4228081522494,13.1097766997805
"2481","Callitriche cophocarpa Sendtner",59.426616,18.2235289
"2482","Callitriche cophocarpa Sendtner",62.219214,16.622031
"2483","Callitriche cophocarpa Sendtner",58.830336,15.92881
"2484","Callitriche cophocarpa Sendtner",57.9114723212219,16.4968509930028
"2485","Callitriche cophocarpa Sendtner",56.1969989,15.6881845
"2486","Callitriche cophocarpa Sendtner",58.2095029,12.232907
"2487","Callitriche cophocarpa Sendtner",58.675182,15.417183
"2488","Callitriche cophocarpa Sendtner",56.02111,14.34029
"2489","Callitriche cophocarpa Sendtner",57.498246,12.087512
"2490","Callitriche cophocarpa Sendtner",56.6691297627749,12.7621393404496
"2491","Callitriche cophocarpa Sendtner",65.7534699,22.1298439
"2492","Callitriche cophocarpa Sendtner",59.1208079,17.1366219
"2493","Callitriche cophocarpa Sendtner",59.3247989,16.925006
"2494","Callitriche cophocarpa Sendtner",59.676157,17.8029559
"2495","Callitriche cophocarpa Sendtner",59.9937749,17.350717
"2496","Callitriche cophocarpa Sendtner",58.668297,16.6100649
"2497","Callitriche cophocarpa Sendtner",62.575363,15.377083
"2498","Callitriche cophocarpa Sendtner",59.3518499,14.507028
"2499","Callitriche cophocarpa Sendtner",56.19228,15.68481
"2500","Callitriche cophocarpa Sendtner",58.427965,13.296611
"2501","Callitriche cophocarpa Sendtner",56.19864,15.65834
"2502","Callitriche cophocarpa Sendtner",57.9754431973572,16.2445844105651
"2503","Callitriche cophocarpa Sendtner",58.938893,17.1841429
"2504","Callitriche cophocarpa Sendtner",59.6919639,18.047235
"2505","Callitriche cophocarpa Sendtner",56.2724449,15.3606339
"2506","Callitriche cophocarpa Sendtner",58.055146,13.798913
"2507","Callitriche cophocarpa Sendtner",58.5102139,16.0196299
"2508","Callitriche cophocarpa Sendtner",63.850855,20.562733
"2509","Callitriche cophocarpa Sendtner",56.421902,13.01604
"2510","Callitriche cophocarpa Sendtner",58.9918339,16.348835
"2511","Callitriche cophocarpa Sendtner",56.4502859,13.060363
"2512","Callitriche cophocarpa Sendtner",57.9639554702215,16.7174911924261
"2513","Callitriche cophocarpa Sendtner",58.02181,14.52309
"2514","Callitriche cophocarpa Sendtner",56.3288009,14.132089
"2515","Callitriche cophocarpa Sendtner",57.3987199,16.190273
"2516","Callitriche cophocarpa Sendtner",60.37783,15.91168
"2517","Callitriche cophocarpa Sendtner",60.006701,18.2245169
"2518","Callitriche cophocarpa Sendtner",58.427965,13.296611
"2519","Callitriche cophocarpa Sendtner",60.0371469,16.7480459
"2520","Callitriche cophocarpa Sendtner",55.95777,13.53883
"2521","Callitriche cophocarpa Sendtner",59.070143,17.614184
"2522","Callitriche cophocarpa Sendtner",57.992961,12.640311
"2523","Callitriche cophocarpa Sendtner",59.6818979,17.69452
"2524","Callitriche cophocarpa Sendtner",59.169234,18.189959
"2525","Callitriche cophocarpa Sendtner",59.9849549,17.9774269
"2526","Callitriche cophocarpa Sendtner",56.5515279,15.9442609
"2527","Callitriche cophocarpa Sendtner",59.511816,18.0794479
"2528","Callitriche cophocarpa Sendtner",57.419899,15.684558
"2529","Callitriche cophocarpa Sendtner",57.517688,15.996282
"2530","Callitriche cophocarpa Sendtner",59.4190529,16.091459
"2531","Callitriche cophocarpa Sendtner",59.623154,18.131281
"2532","Callitriche cophocarpa Sendtner",58.947429,16.2178429
"2533","Callitriche cophocarpa Sendtner",60.056873,18.484759
"2534","Callitriche cophocarpa Sendtner",60.000135,18.381812
"2535","Callitriche cophocarpa Sendtner",57.628242,15.720679
"2536","Callitriche cophocarpa Sendtner",59.766558,18.808952
"2537","Callitriche cophocarpa Sendtner",56.6867069,14.5054649
"2538","Callitriche cophocarpa Sendtner",59.012042,16.740779
"2539","Callitriche cophocarpa Sendtner",59.5678839,17.380703
"2540","Callitriche cophocarpa Sendtner",57.944091,14.352204
"2541","Callitriche cophocarpa Sendtner",56.6852069,14.955907
"2542","Callitriche cophocarpa Sendtner",60.478239,18.010314
"2543","Callitriche cophocarpa Sendtner",59.7237409,18.716183
"2544","Callitriche cophocarpa Sendtner",56.8851429,16.403174
"2545","Callitriche cophocarpa Sendtner",58.3516979,16.2058229
"2546","Callitriche cophocarpa Sendtner",58.554102,11.664705
"2547","Callitriche cophocarpa Sendtner",56.96278,14.224598
"2548","Callitriche cophocarpa Sendtner",58.249541,14.007664
"2549","Callitriche cophocarpa Sendtner",63.1786478,14.639266
"2550","Callitriche cophocarpa Sendtner",58.030731,13.1958199
"2551","Callitriche cophocarpa Sendtner",58.77263,13.977238
"2552","Callitriche cophocarpa Sendtner",55.40814,12.86254
"2553","Callitriche cophocarpa Sendtner",58.329641,16.359902
"2554","Callitriche cophocarpa Sendtner",59.8611039,18.594255
"2555","Callitriche cophocarpa Sendtner",58.958581,17.564885
"2556","Callitriche cophocarpa Sendtner",60.5259659,17.831388
"2557","Callitriche cophocarpa Sendtner",58.149706,12.48024
"2558","Callitriche cophocarpa Sendtner",55.9773,13.362233
"2559","Callitriche cophocarpa Sendtner",63.6908869,13.882457
"2560","Callitriche cophocarpa Sendtner",55.9647519,12.759077
"2561","Callitriche cophocarpa Sendtner",57.676053,14.036077
"2562","Callitriche cophocarpa Sendtner",58.930076,17.1790309
"2563","Callitriche cophocarpa Sendtner",62.381793,16.4138459
"2564","Callitriche cophocarpa Sendtner",58.4256409,14.1476209
"2565","Callitriche cophocarpa Sendtner",59.4399,13.30752
"2566","Callitriche cophocarpa Sendtner",58.4617319,16.790303
"2567","Callitriche cophocarpa Sendtner",62.853133,16.951084
"2568","Callitriche cophocarpa Sendtner",59.9965189,18.56082
"2569","Callitriche cophocarpa Sendtner",58.901878,17.5716399
"2570","Callitriche cophocarpa Sendtner",57.636355,14.8534279
"2571","Callitriche cophocarpa Sendtner",57.2224009,15.7481139
"2572","Callitriche cophocarpa Sendtner",59.2186159,18.192771
"2573","Callitriche cophocarpa Sendtner",62.857998,16.0406949
"2574","Callitriche cophocarpa Sendtner",56.84255,16.37849
"2575","Callitriche cophocarpa Sendtner",58.2873799,12.593572
"2576","Callitriche cophocarpa Sendtner",59.179816,18.1414949
"2577","Callitriche cophocarpa Sendtner",63.103295,16.366271
"2578","Callitriche cophocarpa Sendtner",58.301048,13.7884119
"2579","Callitriche cophocarpa Sendtner",59.0382559,17.087565
"2580","Callitriche cophocarpa Sendtner",57.6148689,13.424918
"2581","Callitriche cophocarpa Sendtner",57.9546789,15.3517589
"2582","Callitriche cophocarpa Sendtner",58.017383,13.2018749
"2583","Callitriche cophocarpa Sendtner",57.9550029,12.194046
"2584","Callitriche cophocarpa Sendtner",58.3806829,13.050293
"2585","Callitriche cophocarpa Sendtner",58.3344889,16.6680959
"2586","Callitriche cophocarpa Sendtner",57.5793719,16.130329
"2587","Callitriche cophocarpa Sendtner",59.9517749,17.713511
"2588","Callitriche cophocarpa Sendtner",59.948914,17.348624
"2589","Callitriche cophocarpa Sendtner",57.7434276178771,14.8229081988313
"2590","Callitriche cophocarpa Sendtner",59.523878,18.257009
"2591","Callitriche cophocarpa Sendtner",59.8765259,17.670302
"2592","Callitriche cophocarpa Sendtner",58.7556319,14.332369
"2593","Callitriche cophocarpa Sendtner",57.1993659,16.193166
"2594","Callitriche cophocarpa Sendtner",60.410687,17.46845
"2595","Callitriche cophocarpa Sendtner",58.8041079,16.8935649
"2596","Callitriche cophocarpa Sendtner",58.2460697,14.0173994
"2597","Callitriche cophocarpa Sendtner",58.6781709,14.311501
"2598","Callitriche cophocarpa Sendtner",60.4165459,17.223884
"2599","Callitriche cophocarpa Sendtner",62.891468,16.285746
"2600","Callitriche cophocarpa Sendtner",57.810943,13.982448
"2601","Callitriche cophocarpa Sendtner",60.056241,18.7077029
"2602","Callitriche cophocarpa Sendtner",57.2563549,12.985633
"2603","Callitriche cophocarpa Sendtner",60.254024,17.9952219
"2604","Callitriche cophocarpa Sendtner",58.632316,11.97245
"2605","Callitriche cophocarpa Sendtner",58.040951,16.368131
"2606","Callitriche cophocarpa Sendtner",56.65046,16.14861
"2607","Callitriche cophocarpa Sendtner",58.4185469,15.077953
"2608","Callitriche cophocarpa Sendtner",59.392938,17.983985
"2609","Callitriche cophocarpa Sendtner",60.726174,14.959429
"2610","Callitriche cophocarpa Sendtner",59.413761,17.015996
"2611","Callitriche cophocarpa Sendtner",59.8425659,16.719363
"2612","Callitriche cophocarpa Sendtner",57.0481819,15.7253139
"2613","Callitriche cophocarpa Sendtner",57.725254,14.298889
"2614","Callitriche cophocarpa Sendtner",56.5622809,14.161644
"2615","Callitriche cophocarpa Sendtner",59.960258,18.110108
"2616","Callitriche cophocarpa Sendtner",58.600107,15.934173
"2617","Callitriche cophocarpa Sendtner",56.594591,14.179574
"2618","Callitriche cophocarpa Sendtner",62.2341109,17.035965
"2619","Callitriche cophocarpa Sendtner",58.7719969,14.2729
"2620","Callitriche cophocarpa Sendtner",61.072277,13.7983829
"2621","Callitriche cophocarpa Sendtner",57.9084679,14.9812759
"2622","Callitriche cophocarpa Sendtner",62.749296,16.7355419
"2623","Callitriche cophocarpa Sendtner",57.878422,12.033041
"2624","Callitriche cophocarpa Sendtner",59.014451,16.3056799
"2625","Callitriche cophocarpa Sendtner",59.127096,16.176341
"2626","Callitriche cophocarpa Sendtner",57.2555339,15.966764
"2627","Callitriche cophocarpa Sendtner",58.9650469,14.060934
"2628","Callitriche cophocarpa Sendtner",56.157978,14.750678
"2629","Callitriche cophocarpa Sendtner",65.57932,22.04893
"2630","Callitriche cophocarpa Sendtner",60.899717,14.381067
"2631","Callitriche cophocarpa Sendtner",60.509895,15.437979
"2632","Callitriche cophocarpa Sendtner",57.668458,16.0423119
"2633","Callitriche cophocarpa Sendtner",60.1316729,17.042254
"2634","Callitriche cophocarpa Sendtner",59.9863969,17.887919
"2635","Callitriche cophocarpa Sendtner",59.8123879,18.7684919
"2636","Callitriche cophocarpa Sendtner",62.6556369,16.3706819
"2637","Callitriche cophocarpa Sendtner",60.106445,17.3110299
"2638","Callitriche cophocarpa Sendtner",57.823579,14.915816
"2639","Callitriche cophocarpa Sendtner",57.810943,13.982448
"2640","Callitriche cophocarpa Sendtner",57.42963,13.145524
"2641","Callitriche cophocarpa Sendtner",57.6456812280615,14.4487367620219
"2642","Callitriche cophocarpa Sendtner",58.0362266766619,14.9587788442212
"2643","Callitriche cophocarpa Sendtner",65.7105049,21.794934
"2644","Callitriche cophocarpa Sendtner",57.6707657453784,16.0062966433875
"2645","Callitriche cophocarpa Sendtner",62.552047,17.411731
"2646","Callitriche cophocarpa Sendtner",58.2145569,12.157476
"2647","Callitriche cophocarpa Sendtner",59.9049979,17.624012
"2648","Callitriche cophocarpa Sendtner",58.3890943,13.8468975
"2649","Callitriche cophocarpa Sendtner",57.8034528247458,16.5452443593662
"2650","Callitriche cophocarpa Sendtner",58.31832,16.628049
"2651","Callitriche cophocarpa Sendtner",58.4002229,14.126583
"2652","Callitriche cophocarpa Sendtner",56.6566479,13.197716
"2653","Callitriche cophocarpa Sendtner",55.600464,13.851384
"2654","Callitriche cophocarpa Sendtner",59.215757,18.2594889
"2655","Callitriche cophocarpa Sendtner",58.3952329,15.083567
"2656","Callitriche cophocarpa Sendtner",56.9012733068525,14.5415123718802
"2657","Callitriche cophocarpa Sendtner",58.769924,17.0630139
"2658","Callitriche cophocarpa Sendtner",56.03604,14.68635
"2659","Callitriche cophocarpa Sendtner",57.7207539,15.779195
"2660","Callitriche cophocarpa Sendtner",62.534809,16.2906869
"2661","Callitriche cophocarpa Sendtner",56.30454,15.30849
"2662","Callitriche cophocarpa Sendtner",58.46537,16.16071
"2663","Callitriche cophocarpa Sendtner",60.0618539,18.656095
"2664","Callitriche cophocarpa Sendtner",57.8349249,16.245403
"2665","Callitriche cophocarpa Sendtner",57.9627899,14.503507
"2666","Callitriche cophocarpa Sendtner",63.18618,14.126322
"2667","Callitriche cophocarpa Sendtner",57.586032,12.752717
"2668","Callitriche cophocarpa Sendtner",57.838196,13.7116419
"2669","Callitriche cophocarpa Sendtner",62.12133,9.45125
"2670","Callitriche cophocarpa Sendtner",58.263427,13.287808
"2671","Callitriche cophocarpa Sendtner",55.95662,13.43
"2672","Callitriche cophocarpa Sendtner",57.79779,14.06657
"2673","Callitriche cophocarpa Sendtner",59.0493359,17.063409
"2674","Callitriche cophocarpa Sendtner",58.91579,12.320574
"2675","Callitriche cophocarpa Sendtner",58.1661992690437,12.8994572495029
"2676","Callitriche cophocarpa Sendtner",59.0403949,17.167694
"2677","Callitriche cophocarpa Sendtner",62.616796,16.876434
"2678","Callitriche cophocarpa Sendtner",58.602231,14.1943249
"2679","Callitriche cophocarpa Sendtner",61.7663731,17.0407018
"2680","Callitriche cophocarpa Sendtner",58.1315639,15.049108
"2681","Callitriche cophocarpa Sendtner",58.2624339,13.107211
"2682","Callitriche cophocarpa Sendtner",58.259632,13.1449219
"2683","Callitriche cophocarpa Sendtner",58.4312279,12.330788
"2684","Callitriche cophocarpa Sendtner",58.122239,14.862644
"2685","Callitriche cophocarpa Sendtner",57.762098,16.4729999
"2686","Callitriche cophocarpa Sendtner",58.9554029,14.455932
"2687","Callitriche cophocarpa Sendtner",58.062527,14.1221359
"2688","Callitriche cophocarpa Sendtner",62.223547,17.498131
"2689","Callitriche cophocarpa Sendtner",57.5951129,13.706315
"2690","Callitriche cophocarpa Sendtner",57.8504539,14.1151199
"2691","Callitriche cophocarpa Sendtner",60.644235,17.3817449
"2692","Callitriche cophocarpa Sendtner",59.2806459,16.835839
"2693","Callitriche cophocarpa Sendtner",59.606915,18.135476
"2694","Callitriche cophocarpa Sendtner",58.2285979,14.187471
"2695","Callitriche cophocarpa Sendtner",56.199,14.06604
"2696","Callitriche cophocarpa Sendtner",60.4388989,17.6442869
"2697","Callitriche cophocarpa Sendtner",56.2073363,15.0088343
"2698","Callitriche cophocarpa Sendtner",60.154915,16.9530959
"2699","Callitriche cophocarpa Sendtner",62.467486,16.299284
"2700","Callitriche cophocarpa Sendtner",58.159702,16.5025009
"2701","Callitriche cophocarpa Sendtner",58.5453979,14.401324
"2702","Callitriche cophocarpa Sendtner",59.150702,18.1865549
"2703","Callitriche cophocarpa Sendtner",60.4600409,17.7363819
"2704","Callitriche cophocarpa Sendtner",60.2293049,18.1289729
"2705","Callitriche cophocarpa Sendtner",59.7279339,17.990964
"2706","Callitriche cophocarpa Sendtner",59.140295,17.399469
"2707","Callitriche cophocarpa Sendtner",57.214317,15.863969
"2708","Callitriche cophocarpa Sendtner",59.972213,18.648387
"2709","Callitriche cophocarpa Sendtner",59.2501889,17.5798859
"2710","Callitriche cophocarpa Sendtner",57.1840359,14.0482866
"2711","Callitriche cophocarpa Sendtner",58.8910699,12.4872739
"2712","Callitriche cophocarpa Sendtner",60.2200709,17.180909
"2713","Callitriche cophocarpa Sendtner",58.757831,17.4683339
"2714","Callitriche cophocarpa Sendtner",59.4994349,12.766911
"2715","Callitriche cophocarpa Sendtner",58.809803,17.362368
"2716","Callitriche cophocarpa Sendtner",59.048422,17.1317799
"2717","Callitriche cophocarpa Sendtner",58.5918119,13.954007
"2718","Callitriche cophocarpa Sendtner",62.2429649,16.3533359
"2719","Callitriche cophocarpa Sendtner",57.4648408,16.5460818
"2720","Callitriche cophocarpa Sendtner",62.219214,16.622031
"2721","Callitriche cophocarpa Sendtner",60.0646879,18.52159
"2722","Callitriche cophocarpa Sendtner",57.6792125746611,16.2242420520905
"2723","Callitriche cophocarpa Sendtner",57.6570219,16.47777
"2724","Callitriche cophocarpa Sendtner",57.201064,15.389138
"2725","Callitriche cophocarpa Sendtner",59.8351279,17.477128
"2726","Callitriche cophocarpa Sendtner",56.460447,14.922005
"2727","Callitriche cophocarpa Sendtner",58.6533039,16.688102
"2728","Callitriche cophocarpa Sendtner",66.348195,16.204943
"2729","Callitriche cophocarpa Sendtner",57.875664082358,16.2770760526751
"2730","Callitriche cophocarpa Sendtner",56.472213,13.2194819
"2731","Callitriche cophocarpa Sendtner",59.049253,17.0536619
"2732","Callitriche cophocarpa Sendtner",57.7679779,14.125693
"2733","Callitriche cophocarpa Sendtner",58.9248419,16.26098
"2734","Callitriche cophocarpa Sendtner",58.377862,12.655466
"2735","Callitriche cophocarpa Sendtner",59.9098759,16.721205
"2736","Callitriche cophocarpa Sendtner",56.463593,15.793074
"2737","Callitriche cophocarpa Sendtner",56.9341394606381,16.1501710334824
"2738","Callitriche cophocarpa Sendtner",59.006732,17.30626
"2739","Callitriche cophocarpa Sendtner",57.7775382782336,15.2707421094611
"2740","Callitriche cophocarpa Sendtner",57.8156419,14.34897
"2741","Callitriche cophocarpa Sendtner",58.2123139,16.5578369
"2742","Callitriche cophocarpa Sendtner",60.342959,18.0464619
"2743","Callitriche cophocarpa Sendtner",61.3287419,13.569241
"2744","Callitriche cophocarpa Sendtner",59.972847,17.215422
"2745","Callitriche cophocarpa Sendtner",59.5751769,17.710241
"2746","Callitriche cophocarpa Sendtner",59.959471,18.154817
"2747","Callitriche cophocarpa Sendtner",57.7483571147733,15.3904080273083
"2748","Callitriche cophocarpa Sendtner",58.9564179,14.382899
"2749","Callitriche cophocarpa Sendtner",65.32277778,25.36805556
"2750","Callitriche cophocarpa Sendtner",60.489308,17.880049
"2751","Callitriche cophocarpa Sendtner",58.4007879,12.5661369
"2752","Callitriche cophocarpa Sendtner",56.8273087090651,14.3474360570241
"2753","Callitriche cophocarpa Sendtner",59.2778599,17.1427389
"2754","Callitriche cophocarpa Sendtner",59.1790609,17.8386099
"2755","Callitriche cophocarpa Sendtner",66.346061,16.2054909
"2756","Callitriche cophocarpa Sendtner",65.6112349,19.165386
"2757","Callitriche cophocarpa Sendtner",58.328325,15.1634449
"2758","Callitriche cophocarpa Sendtner",58.8575149,16.2601
"2759","Callitriche cophocarpa Sendtner",58.5549269,15.504571
"2760","Callitriche cophocarpa Sendtner",57.317511,15.659998
"2761","Callitriche cophocarpa Sendtner",60.0421499,18.047594
"2762","Callitriche cophocarpa Sendtner",59.807003,17.8767169
"2763","Callitriche cophocarpa Sendtner",57.727992,14.85941
"2764","Callitriche cophocarpa Sendtner",57.813996,16.3191729
"2765","Callitriche cophocarpa Sendtner",59.8844509,18.5515399
"2766","Callitriche cophocarpa Sendtner",59.0452889,17.0626089
"2767","Callitriche cophocarpa Sendtner",59.554026,13.230352
"2768","Callitriche cophocarpa Sendtner",61.700833,13.091535
"2769","Callitriche cophocarpa Sendtner",57.7098239,16.780718
"2770","Callitriche cophocarpa Sendtner",56.10509,14.67154
"2771","Callitriche cophocarpa Sendtner",59.703263,18.625543
"2772","Callitriche cophocarpa Sendtner",60.415841,17.688376
"2773","Callitriche cophocarpa Sendtner",58.146695,16.412247
"2774","Callitriche cophocarpa Sendtner",58.045763,16.877907
"2775","Callitriche cophocarpa Sendtner",59.761442,17.918399
"2776","Callitriche cophocarpa Sendtner",58.5602969,14.144702
"2777","Callitriche cophocarpa Sendtner",63.524141,19.7171039
"2778","Callitriche cophocarpa Sendtner",58.0872365198782,16.0798210253087
"2779","Callitriche cophocarpa Sendtner",63.1000319,13.795545
"2780","Callitriche cophocarpa Sendtner",55.9244586,13.1050295
"2781","Callitriche cophocarpa Sendtner",56.7181311435306,16.2951828527538
"2782","Callitriche cophocarpa Sendtner",63.527621,19.716916
"2783","Callitriche cophocarpa Sendtner",57.785657,14.1046999
"2784","Callitriche cophocarpa Sendtner",59.048893,17.5259339
"2785","Callitriche cophocarpa Sendtner",57.853155,16.1580419
"2786","Callitriche cophocarpa Sendtner",63.856448,20.562491
"2787","Callitriche cophocarpa Sendtner",58.8926659,14.2276609
"2788","Callitriche cophocarpa Sendtner",58.3919849,15.814571
"2789","Callitriche cophocarpa Sendtner",58.19375,16.76208
"2790","Callitriche cophocarpa Sendtner",57.494084,13.356044
"2791","Callitriche cophocarpa Sendtner",59.098218,17.119958
"2792","Callitriche cophocarpa Sendtner",56.2366699,14.776541
"2793","Callitriche cophocarpa Sendtner",58.47088,12.6385679
"2794","Callitriche cophocarpa Sendtner",56.8562087,12.6928617
"2795","Callitriche cophocarpa Sendtner",66.343794,16.259884
"2796","Callitriche cophocarpa Sendtner",57.7064408540407,16.1239112480835
"2797","Callitriche cophocarpa Sendtner",58.9800449,17.3070139
"2798","Callitriche cophocarpa Sendtner",57.079397,15.092029
"2799","Callitriche cophocarpa Sendtner",57.6337589,12.100289
"2800","Callitriche cophocarpa Sendtner",60.2271009,18.2515749
"2801","Callitriche cophocarpa Sendtner",57.806004,14.965106
"2802","Callitriche cophocarpa Sendtner",59.5325059,18.4591929
"2803","Callitriche cophocarpa Sendtner",57.085914,15.761517
"2804","Callitriche cophocarpa Sendtner",59.8771119,12.330895
"2805","Callitriche cophocarpa Sendtner",62.53855,14.1706
"2806","Callitriche cophocarpa Sendtner",57.7552797891867,15.1232581914869
"2807","Callitriche cophocarpa Sendtner",59.255884,17.947513
"2808","Callitriche cophocarpa Sendtner",58.123396,14.557496
"2809","Callitriche cophocarpa Sendtner",59.7878869,17.6528829
"2810","Callitriche cophocarpa Sendtner",59.419766,18.2054189
"2811","Callitriche cophocarpa Sendtner",58.0638009,15.633426
"2812","Callitriche cophocarpa Sendtner",59.2619639,16.090138
"2813","Callitriche cophocarpa Sendtner",59.9248479,17.481638
"2814","Callitriche cophocarpa Sendtner",57.9394899,14.055292
"2815","Callitriche cophocarpa Sendtner",59.1669589,17.007273
"2816","Callitriche cophocarpa Sendtner",58.1130429,15.107184
"2817","Callitriche cophocarpa Sendtner",57.3685779,16.0287469
"2818","Callitriche cophocarpa Sendtner",58.0102499,13.5323829
"2819","Callitriche cophocarpa Sendtner",58.194437,12.176556
